GENSPECIES,PHYLUM,CLASS,ORDER,FAMILY,SUBFAMILY,TOLERANCE,FEEDINGHAB,NBI-P_TOLERANCE,NBI-N_TOLERANCE
Pisidium variabile,MOLLUSCA,PELECYPODA,VENEROIDEA,Pisidiidae,,6,CF,,
Pisidium sp.,MOLLUSCA,PELECYPODA,VENEROIDEA,Pisidiidae,,6,CF,8,10
Sphaerium corneum,MOLLUSCA,PELECYPODA,VENEROIDEA,Pisidiidae,,6,CF,,
Sphaerium rhomboideum,MOLLUSCA,PELECYPODA,VENEROIDEA,Pisidiidae,,6,CF,,
Sphaerium striatinum,MOLLUSCA,PELECYPODA,VENEROIDEA,Pisidiidae,,6,CF,,
Sphaerium sp.,MOLLUSCA,PELECYPODA,VENEROIDEA,Pisidiidae,,6,CF,9,4
Undetermined Corydalidae,ARTHROPODA,INSECTA,MEGALOPTERA,Corydalidae,,4,PR,,
Sialis sp.,ARTHROPODA,INSECTA,MEGALOPTERA,Sialidae,,4,PR,5,6
Undetermined Sialidae,ARTHROPODA,INSECTA,MEGALOPTERA,Sialidae,,4,PR,,
Climacia areolaris,ARTHROPODA,INSECTA,NEUROPTERA,Sisyridae,,5,PR,,
Climacia sp.,ARTHROPODA,INSECTA,NEUROPTERA,Sisyridae,,5,PR,,
Undetermined Sisyridae,ARTHROPODA,INSECTA,NEUROPTERA,Sisyridae,,5,PR,,
Heteroplectron americanum,ARTHROPODA,INSECTA,TRICHOPTERA,Calamoceratidae,,3,SH,,
Heteroplectron sp.,ARTHROPODA,INSECTA,TRICHOPTERA,Calamoceratidae,,3,SH,,
Undetermined Calamoceratidae,ARTHROPODA,INSECTA,TRICHOPTERA,Calamoceratidae,,3,SH,,
Chimarra aterrima?,ARTHROPODA,INSECTA,TRICHOPTERA,Philopotamidae,,4,CF,2,3
Chimarra obscura,ARTHROPODA,INSECTA,TRICHOPTERA,Philopotamidae,,4,CF,6,4
Chimarra socia,ARTHROPODA,INSECTA,TRICHOPTERA,Philopotamidae,,2,CF,4,1
Chimarra sp.,ARTHROPODA,INSECTA,TRICHOPTERA,Philopotamidae,,4,CF,2,0
Dolophilodes sp.,ARTHROPODA,INSECTA,TRICHOPTERA,Philopotamidae,,0,CF,4,3
Wormaldia sp.,ARTHROPODA,INSECTA,TRICHOPTERA,Philopotamidae,,2,CF,,
Undetermined Philopotamidae,ARTHROPODA,INSECTA,TRICHOPTERA,Philopotamidae,,4,CF,,
Lype diversa,ARTHROPODA,INSECTA,TRICHOPTERA,Psychomyiidae,,2,SC,,
Lype sp.,ARTHROPODA,INSECTA,TRICHOPTERA,Psychomyiidae,,2,SC,,
Psychomyia flavida,ARTHROPODA,INSECTA,TRICHOPTERA,Psychomyiidae,,2,CG,1,0
Psychomyia sp.,ARTHROPODA,INSECTA,TRICHOPTERA,Psychomyiidae,,2,CG,,
Undetermined Psychomyiidae,ARTHROPODA,INSECTA,TRICHOPTERA,Psychomyiidae,,2,CG,,
Cyrnellus fraternus,ARTHROPODA,INSECTA,TRICHOPTERA,Polycentropodidae,,8,CF,,
Cyrnellus sp.,ARTHROPODA,INSECTA,TRICHOPTERA,Polycentropodidae,,8,CF,,
Neureclipsis bimaculata,ARTHROPODA,INSECTA,TRICHOPTERA,Polycentropodidae,,7,CF,,
Neureclipsis sp.,ARTHROPODA,INSECTA,TRICHOPTERA,Polycentropodidae,,7,CF,3,1
Nyctiophylax celta,ARTHROPODA,INSECTA,TRICHOPTERA,Polycentropodidae,,5,PR,,
Nyctiophylax moestus,ARTHROPODA,INSECTA,TRICHOPTERA,Polycentropodidae,,5,PR,,
Nyctiophylax sp.,ARTHROPODA,INSECTA,TRICHOPTERA,Polycentropodidae,,5,PR,,
Polycentropus remotus,ARTHROPODA,INSECTA,TRICHOPTERA,Polycentropodidae,,6,PR,,
Polycentropus sp.,ARTHROPODA,INSECTA,TRICHOPTERA,Polycentropodidae,,6,PR,4,2
Undetermined Polycentropodidae,ARTHROPODA,INSECTA,TRICHOPTERA,Polycentropodidae,,6,PR,,
Phylocentropus sp.,ARTHROPODA,INSECTA,TRICHOPTERA,Dipseudopsidae,,5,CF,,
Undetermined Dipseudopsidae,ARTHROPODA,INSECTA,TRICHOPTERA,Dipseudopsidae,,5,CF,,
Undetermined Pisidiidae,MOLLUSCA,PELECYPODA,VENEROIDEA,Pisidiidae,,6,CF,10,8
Maccaffertium luteum,ARTHROPODA,INSECTA,EPHEMEROPTERA,Heptageniidae,,4,SC,,
Maccaffertium mediopunctatum,ARTHROPODA,INSECTA,EPHEMEROPTERA,Heptageniidae,,3,SC,3,3
Maccaffertium meririvulanum,ARTHROPODA,INSECTA,EPHEMEROPTERA,Heptageniidae,,2,SC,,
Maccaffertium mexicanum integrum,ARTHROPODA,INSECTA,EPHEMEROPTERA,Heptageniidae,,4,SC,,
Maccaffertium modestum,ARTHROPODA,INSECTA,EPHEMEROPTERA,Heptageniidae,,1,SC,2,5
Maccaffertium pulchellum,ARTHROPODA,INSECTA,EPHEMEROPTERA,Heptageniidae,,3,SC,,
Maccaffertium terminatum,ARTHROPODA,INSECTA,EPHEMEROPTERA,Heptageniidae,,4,SC,2,3
Pagastiella sp.,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Chironominae,7,CG,,
Parachironomus abortivus,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Chironominae,10,PR,,
Parachironomus carinatus,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Chironominae,10,PR,,
Parachironomus frequens,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Chironominae,10,PR,,
Parachironomus hirtalatus,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Chironominae,10,PR,,
Cyathura polita,ARTHROPODA,CRUSTACEA,ISOPODA,Anthuridae,,5,CG,,
Cyathura sp.,ARTHROPODA,CRUSTACEA,ISOPODA,Anthuridae,,5,CG,,
Undetermined Anthuridae,ARTHROPODA,CRUSTACEA,ISOPODA,Anthuridae,,5,CG,,
Chiridotea almyra,ARTHROPODA,CRUSTACEA,ISOPODA,Idoteidae,,5,CG,,
Chiridotea sp.,ARTHROPODA,CRUSTACEA,ISOPODA,Idoteidae,,5,CG,,
Edotea sp.,ARTHROPODA,CRUSTACEA,ISOPODA,Idoteidae,,5,CG,,
Undetermined Idoteidae,ARTHROPODA,CRUSTACEA,ISOPODA,Idoteidae,,5,CG,,
Caecidotea communis,ARTHROPODA,CRUSTACEA,ISOPODA,Asellidae,,8,CG,,
Caecidotea intermedius,ARTHROPODA,CRUSTACEA,ISOPODA,Asellidae,,8,CG,,
Caecidotea racovitzai,ARTHROPODA,CRUSTACEA,ISOPODA,Asellidae,,8,CG,6,2
Caecidotea racovitzai racovitzai,ARTHROPODA,CRUSTACEA,ISOPODA,Asellidae,,8,CG,,
Caecidotea nr. racovitzai,ARTHROPODA,CRUSTACEA,ISOPODA,Asellidae,,8,CG,,
Caecidotea sp.,ARTHROPODA,CRUSTACEA,ISOPODA,Asellidae,,8,CG,7,9
Lirceus sp.,ARTHROPODA,CRUSTACEA,ISOPODA,Asellidae,,8,CG,,
Undetermined Asellidae,ARTHROPODA,CRUSTACEA,ISOPODA,Asellidae,,8,CG,,
Crangonyx sp.,ARTHROPODA,CRUSTACEA,AMPHIPODA,Crangonyctidae,,6,CG,,
Undetermined Crangonyctidae,ARTHROPODA,CRUSTACEA,AMPHIPODA,Crangonyctidae,,6,CG,,
Gammarus fasciatus,ARTHROPODA,CRUSTACEA,AMPHIPODA,Gammaridae,,6,CG,,
Gammarus pseudolimnaeus,ARTHROPODA,CRUSTACEA,AMPHIPODA,Gammaridae,,4,CG,,
Gammarus tigrinus,ARTHROPODA,CRUSTACEA,AMPHIPODA,Gammaridae,,6,CG,,
Gammarus sp.,ARTHROPODA,CRUSTACEA,AMPHIPODA,Gammaridae,,6,CG,8,9
Undetermined Gammaridae,ARTHROPODA,CRUSTACEA,AMPHIPODA,Gammaridae,,6,CG,,
Monoculodes edwardsi,ARTHROPODA,CRUSTACEA,AMPHIPODA,Oedicerotidae,,5,CG,,
Monoculodes sp.,ARTHROPODA,CRUSTACEA,AMPHIPODA,Oedicerotidae,,5,CG,,
Undetermined Oedicerotidae,ARTHROPODA,CRUSTACEA,AMPHIPODA,Oedicerotidae,,5,CG,,
Hyalella azteca,ARTHROPODA,CRUSTACEA,AMPHIPODA,Talitridae,,8,CG,,
Hyalella sp.,ARTHROPODA,CRUSTACEA,AMPHIPODA,Talitridae,,8,CG,,
Undetermined Talitridae,ARTHROPODA,CRUSTACEA,AMPHIPODA,Talitridae,,8,CG,,
Almyracuma proximoculi,ARTHROPODA,CRUSTACEA,CUMACEA,Nannastacidae,,5,CG,,
Almyracuma sp.,ARTHROPODA,CRUSTACEA,CUMACEA,Nannastacidae,,5,CG,,
Potamothrix vejdovskyi,ANNELIDA,OLIGOCHAETA,TUBIFICIDA,Tubificidae,,8,CG,,
Potamothrix sp.,ANNELIDA,OLIGOCHAETA,TUBIFICIDA,Tubificidae,,8,CG,,
Undetermined Isotomidae,ARTHROPODA,INSECTA,COLLEMBOLA,Isotomidae,,5,CG,,
Undetermined Collembola,ARTHROPODA,INSECTA,COLLEMBOLA,,,5,CG,,
Ameletus ludens,ARTHROPODA,INSECTA,EPHEMEROPTERA,Ameletidae,,0,CG,,
Ameletus sp.,ARTHROPODA,INSECTA,EPHEMEROPTERA,Ameletidae,,0,CG,,
Undetermined Ameletidae,ARTHROPODA,INSECTA,EPHEMEROPTERA,Ameletidae,,0,CG,,
Siphlonurus sp.,ARTHROPODA,INSECTA,EPHEMEROPTERA,Siphlonuridae,,4,CG,,
Undetermined Siphlonuridae,ARTHROPODA,INSECTA,EPHEMEROPTERA,Siphlonuridae,,4,CG,,
Isonychia bicolor,ARTHROPODA,INSECTA,EPHEMEROPTERA,Isonychiidae,,2,CF,5,2
Isonychia obscura,ARTHROPODA,INSECTA,EPHEMEROPTERA,Isonychiidae,,2,CF,,
Isonychia sp.,ARTHROPODA,INSECTA,EPHEMEROPTERA,Isonychiidae,,2,CF,,
Undetermined Isonychiidae,ARTHROPODA,INSECTA,EPHEMEROPTERA,Isonychiidae,,2,CF,,
Acentrella ampla,ARTHROPODA,INSECTA,EPHEMEROPTERA,Baetidae,,6,CG,,
Acentrella turbida,ARTHROPODA,INSECTA,EPHEMEROPTERA,Baetidae,,4,CG,,
Undetermined Nannatacidae,ARTHROPODA,CRUSTACEA,CUMACEA,Nannastacidae,,5,CG,,
Cambarus bartonii,ARTHROPODA,CRUSTACEA,DECAPODA,Cambaridae,,6,CG,,
Cambarus sp.,ARTHROPODA,CRUSTACEA,DECAPODA,Cambaridae,,6,CG,,
Orconectes obscurus,ARTHROPODA,CRUSTACEA,DECAPODA,Cambaridae,,6,CG,,
Orconectes propinquus,ARTHROPODA,CRUSTACEA,DECAPODA,Cambaridae,,6,CG,,
Orconectes rusticus,ARTHROPODA,CRUSTACEA,DECAPODA,Cambaridae,,6,CG,,
Orconectes sp.,ARTHROPODA,CRUSTACEA,DECAPODA,Cambaridae,,6,CG,,
Undetermined Cambaridae,ARTHROPODA,CRUSTACEA,DECAPODA,Cambaridae,,6,CG,6,5
Undetermined Ostracoda,ARTHROPODA,CRUSTACEA,OSTRACODA,,,6,CG,,
Undetermined Crustacean,ARTHROPODA,CRUSTACEA,,,,6,CG,,
Undetermined Penaeidae,ARTHROPODA,CRUSTACEA,DECAPODA,Penaeidae,,6,CG,,
Arrenurus sp.,ARTHROPODA,ARACHNOIDEA,,Arrenuridae,,6,PR,,
Lebertia sp.,ARTHROPODA,ARACHNOIDEA,,Lebertiidae,,6,PR,,
Atractides sp.,ARTHROPODA,ARACHNOIDEA,,Atractideidae,,6,PR,,
Mideopsis sp.,ARTHROPODA,ARACHNOIDEA,,Mideopsidae,,6,PR,,
Tyrellia sp.,ARTHROPODA,ARACHNOIDEA,,Tyrellidae,,6,PR,,
Limnesia sp.,ARTHROPODA,ARACHNOIDEA,,Limnesidae,,6,PR,,
Limnochares sp.,ARTHROPODA,ARACHNOIDEA,,Limnocharidae,,6,PR,,
Sperchon sp.,ARTHROPODA,ARACHNOIDEA,,Sperchonidae,,6,PR,,
Unionicola sp. 1,ARTHROPODA,ARACHNOIDEA,,Unionicolidae,,6,PR,,
Unionicola sp. 2,ARTHROPODA,ARACHNOIDEA,,Unionicolidae,,6,PR,,
Unionicola sp.,ARTHROPODA,ARACHNOIDEA,,Unionicolidae,,6,PR,,
Undetermined Acariformes,ARTHROPODA,ARACHNOIDEA,,,,6,PR,,
Eukiefferiella pseudomontana gr.,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Orthocladiinae,8,CG,,
Eukiefferiella similis gr.,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Orthocladiinae,6,CG,,
Eukiefferiella tirolensis,ARTHROPODA,INSECTA,DIPTER,Chironomidae,Orthocladiinae,4,CG,,
Eukiefferiella sp.,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Orthocladiinae,5,CG,,
Gymnometriocnemus sp.,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Orthocladiinae,4,CG,,
Heleniella sp.,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Orthocladiinae,6,PR,,
Heterotrissocladius marcidus gr.,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Orthocladiinae,4,CG,,
Heterotrissocladius sp.,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Orthocladiinae,4,CG,,
Hydrobaenus pilipes,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Orthocladiinae,8,CG,,
Hydrobaenus sp.,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Orthocladiinae,8,CG,,
Krenosmittia sp.,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Orthocladiinae,1,CG,,
Limnophyes sp.,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Orthocladiinae,8,CG,,
Lopescladius sp.,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Orthocladiinae,4,CG,,
Nanocladius (Plecopt.) branchicolus,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Orthocladiinae,3,PR,,
Nanocladius (Plecopteracoluthus) downesi,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Orthocladiinae,3,PR,,
Nanocladius (Plecopteracoluthus) sp. 5,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Orthocladiinae,7,CG,,
Nanocladius alternantherae?,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Orthocladiinae,7,CG,,
Nanocladius nr. balticus,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Orthocladiinae,7,CG,,
Nanocladius crassicornus,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Orthocladiinae,7,CG,,
Nanocladius distinctus,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Orthocladiinae,7,CG,,
Nanocladius minimus,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Orthocladiinae,7,CG,,
Nanocladius rectinervis,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Orthocladiinae,7,CG,,
Nanocladius spiniplenus,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Orthocladiinae,6,CG,,
Nanocladius sp.,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Orthocladiinae,7,CG,,
Orthocladius (Eudactylocladius) sp.,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Orthocladiinae,6,CG,,
Orthocladius (Euorthoclad.) luteipes,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Orthocladiinae,6,CG,,
Orthocladius (Euorthoclad.) rivicola,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Orthocladiinae,6,CG,,
Orthocladius (Euorthoclad.) rivulorum,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Orthocladiinae,6,CG,,
Orthocladius (Euorthoclad.) sp.,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Orthocladiinae,6,CG,,
Orthocladius annectens,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Orthocladiinae,6,CG,,
Orthocladius carlatus,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Orthocladiinae,6,CG,,
Orthocladius curtiseta,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Orthocladiinae,6,CG,,
Parachironomus potamogeton,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Chironominae,10,PR,,
Parachironomus sp.,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Chironominae,10,PR,,
Paracladopelma nais,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Chironominae,7,CG,,
Paracladopelma nereis,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Chironominae,7,CG,,
Paracladopelma sp.,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Chironominae,7,CG,,
Paralauterborniella nigrohalteralis,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Chironominae,8,CG,,
Paralauterborniella sp.,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Chironominae,8,CG,,
Paratendipes albimanus,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Chironominae,6,CG,,
Paratendipes sp.,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Chironominae,6,CG,,
Phaenopsectra obdiens gr.,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Chironominae,7,SC,4,5
Phaenopsectra punctipes gr.,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Chironominae,7,SC,,
Phaenopsectra sp.,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Chironominae,7,SC,,
Polypedilum aviceps,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Chironominae,4,SH,5,7
Orthocladius nr. dentifer,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Orthocladiinae,6,CG,3,7
Orthocladius dorenus,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Orthocladiinae,7,CG,,
Orthocladius dubitatus,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Orthocladiinae,6,CG,,
Orthocladius obumbratus,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Orthocladiinae,6,CG,,
Orthocladius oliverei,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Orthocladiinae,6,CG,,
Orthocladius trigonolabis,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Orthocladiinae,6,CG,,
Orthocladius (Symposiocladius) lignicola,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Orthocladiinae,5,CG,,
Orthocladius vaillanti,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Orthocladiinae,6,CG,,
Orthocladius sp.,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Orthocladiinae,6,CG,,
Parachaetocladius sp.,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Orthocladiinae,2,CG,,
Paracricotopus sp.,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Orthocladiinae,4,CG,,
Parakiefferiella nr. triquetra,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Orthocladiinae,4,CG,,
Parakiefferiella sp.,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Orthocladiinae,4,CG,,
Paralimnophyes sp.,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Orthocladiinae,7,CG,,
Parametriocnemus lundbecki,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Orthocladiinae,5,CG,8,10
Parametriocnemus sp.,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Orthocladiinae,5,CG,,
Parorthocladius sp.,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Orthocladiinae,6,CG,,
Paraphaenocladius sp.,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Orthocladiinae,4,CG,,
Paratrichocladius sp.,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Orthocladiinae,5,SH,,
Psectrocladius dilatatus gr.,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Orthocladiinae,8,CG,,
Psectrocladius nigrus,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Orthocladiinae,8,CG,,
Psectrocladius psilopterus gr.,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Orthocladiinae,8,CG,,
Psectrocladius sordidellus gr.,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Orthocladiinae,8,CG,,
Psectrocladius vernalis,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Orthocladiinae,8,CG,,
Psectrocladius sp.,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Orthocladiinae,8,CG,,
Pseudorthocladius sp.,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Orthocladiinae,0,CG,,
Psilometriocnemus triannulatus,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Orthocladiinae,4,CG,,
Psilometriocnemus sp.,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Orthocladiinae,4,CG,,
Rheocricotopus robacki,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Orthocladiinae,5,CG,4,4
Rheocricotopus tuberculatus,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Orthocladiinae,6,CG,,
Rheocricotopus sp. 2,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Orthocladiinae,6,CG,,
Rheocricotopus sp. 4,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Orthocladiinae,6,CG,,
Rheocricotopus sp.,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Orthocladiinae,6,CG,,
Smittia sp.,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Orthocladiinae,6,CG,,
Stilocladius sp.,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Orthocladiinae,3,CG,,
Symbiocladius equitans,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Orthocladiinae,2,PR,,
Acentrella sp.,ARTHROPODA,INSECTA,EPHEMEROPTERA,Baetidae,,4,CG,5,5
Acerpenna macdunnoughi,ARTHROPODA,INSECTA,EPHEMEROPTERA,Baetidae,,5,CG,,
Acerpenna pygmaea,ARTHROPODA,INSECTA,EPHEMEROPTERA,Baetidae,,4,CG,0,4
Acerpenna sp.,ARTHROPODA,INSECTA,EPHEMEROPTERA,Baetidae,,4,CG,,
Baetis brunneicolor,ARTHROPODA,INSECTA,EPHEMEROPTERA,Baetidae,,4,CG,1,5
Baetis flavistriga,ARTHROPODA,INSECTA,EPHEMEROPTERA,Baetidae,,4,CG,7,7
Baetis intercalaris,ARTHROPODA,INSECTA,EPHEMEROPTERA,Baetidae,,5,CG,6,5
Baetis pluto,ARTHROPODA,INSECTA,EPHEMEROPTERA,Baetidae,,6,CG,,
Baetis tricaudatus,ARTHROPODA,INSECTA,EPHEMEROPTERA,Baetidae,,6,CG,8,9
Baetis sp.,ARTHROPODA,INSECTA,EPHEMEROPTERA,Baetidae,,6,CG,6,3
Callibaetis sp.,ARTHROPODA,INSECTA,EPHEMEROPTERA,Baetidae,,7,CG,,
Centroptilum sp.,ARTHROPODA,INSECTA,EPHEMEROPTERA,Baetidae,,2,CG,,
Cloeon sp.,ARTHROPODA,INSECTA,EPHEMEROPTERA,Baetidae,,4,CG,,
Diphetor hageni,ARTHROPODA,INSECTA,EPHEMEROPTERA,Baetidae,,6,CG,,
Diphetor sp.,ARTHROPODA,INSECTA,EPHEMEROPTERA,Baetidae,,6,CG,,
Symbiocladius sp.,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Orthocladiinae,2,PR,,
Synorthocladius nr. semivirens,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Orthocladiinae,6,CG,6,9
Synorthocladius sp.,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Orthocladiinae,6,CG,,
Thienemanniella lobapodema,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Orthocladiinae,6,CG,,
Thienemanniella xena,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Orthocladiinae,6,CG,,
Thienemanniella sp.,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Orthocladiinae,6,CG,,
Trissocladius sp.,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Orthocladiinae,5,CG,,
Tvetenia bavarica gr.,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Orthocladiinae,4,CG,9,10
Tvetenia vitracies,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Orthocladiinae,5,CG,7,6
Tvetenia sp.,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Orthocladiinae,5,CG,,
Unniella multivirga,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Orthocladiinae,4,CG,,
Unniella sp.l,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Orthocladiinae,4,CG,,
Xylotopus par,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Orthocladiinae,5,SH,,
Xylotopus sp.,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Orthocladiinae,5,SH,,
Zalutschia zalutschicola,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Orthocladiinae,4,SH,,
Zalutschia sp.,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Orthocladiinae,4,SH,,
Orthocladiinae sp. C,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Orthocladiinae,5,CG,,
Undetermined Orthocladiinae,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Orthocladiinae,5,CG,,
Axarus festivus gr.,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Chironominae,6,CG,,
Axarus sp.,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Chironominae,6,CG,,
Polypedilum digitifer,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Chironominae,8,SH,,
Polypedilum fallax gr.,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Chironominae,6,SH,,
Polypedilum flavum,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Chironominae,6,SH,9,7
Polypedilum griseopunctatum,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Chironominae,6,SH,,
Polypedilum halterale gr.,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Chironominae,6,SH,,
Polypedilum illinoense,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Chironominae,7,SH,10,7
Polypedilum laetum,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Chironominae,6,SH,7,6
Heterocloeon anoka,ARTHROPODA,INSECTA,EPHEMEROPTERA,Baetidae,,2,SC,,
Heterocloeon curiosum,ARTHROPODA,INSECTA,EPHEMEROPTERA,Baetidae,,2,SC,,
Heterocloeon sp.,ARTHROPODA,INSECTA,EPHEMEROPTERA,Baetidae,,2,SC,,
Iswaeon anoka,ARTHROPODA,INSECTA,EPHEMEROPTERA,Baetidae,,2,SC,,
Plauditus dubius,ARTHROPODA,INSECTA,EPHEMEROPTERA,Baetidae,,4,CG,,
Plauditus sp.,ARTHROPODA,INSECTA,EPHEMEROPTERA,Baetidae,,4,CG,2,6
Procloeon rivulare,ARTHROPODA,INSECTA,EPHEMEROPTERA,Baetidae,,6,CG,,
Procloeon sp.,ARTHROPODA,INSECTA,EPHEMEROPTERA,Baetidae,,6,CG,,
Pseudocloeon propinquum,ARTHROPODA,INSECTA,EPHEMEROPTERA,Baetidae,,6,CG,,
Pseudocloeon sp.,ARTHROPODA,INSECTA,EPHEMEROPTERA,Baetidae,,6,CG,,
Undetermined Baetidae,ARTHROPODA,INSECTA,EPHEMEROPTERA,Baetidae,,6,CG,,
Cinygmula subaequalis,ARTHROPODA,INSECTA,EPHEMEROPTERA,Heptageniidae,,2,SC,,
Cinygmula sp.,ARTHROPODA,INSECTA,EPHEMEROPTERA,Heptageniidae,,2,SC,,
